store_name,store_code,store_category,store_address,store_phone,store_times_str,store_score_text,store_data_x,store_data_y,store_image_url,store_amenities_str,store_parking
정둔면옥,11710438,국수,도로명전북 전주시 덕진구 권삼득로 247-1복사지번전북 전주시 덕진구 금암동 728-77복사우편번호우편번호54931복사안내 레이어 닫기,063-252-7791,영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료_11:00에 영업 시작11시 0분에 영업 시작_11:00에 영업 시작_11시 0분에 영업 시작_매일11:00 - 21:0015:00 - 17:00 브레이크타임20:30 라스트오더접기_매일11:00 - 21:0015:00 - 17:00 브레이크타임20:30 라스트오더접기_매일11:00 - 21:0015:00 - 17:00 브레이크타임20:30 라스트오더_매일_11:00 - 21:0015:00 - 17:00 브레이크타임20:30 라스트오더_접기_접기,별점4.41,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190123_240%2F1548229636953QO7pl_JPEG%2FYgbTAbjs2gf8tX0PyR-EuCRz.jpeg.jpg,편의시설 정보 없음,주차가능
명륜,1989072479,"카페,디저트",도로명전북 전주시 덕진구 명륜5길 10-2 코원빌딩 1층 102호복사지번전북 전주시 덕진구 덕진동1가 1262-2복사우편번호우편번호54898복사안내 레이어 닫기,0507-1363-3629,곧 영업 종료22:00에 영업 종료22시 0분에 영업 종료_곧 영업 종료22:00에 영업 종료22시 0분에 영업 종료_곧 영업 종료22:00에 영업 종료22시 0분에 영업 종료_곧 영업 종료_22:00에 영업 종료22시 0분에 영업 종료_22:00에 영업 종료_22시 0분에 영업 종료_수12:00 - 22:0021:30 라스트오더_수12:00 - 22:0021:30 라스트오더_수12:00 - 22:0021:30 라스트오더_수_12:00 - 22:0021:30 라스트오더_목12:00 - 22:0021:30 라스트오더_목12:00 - 22:0021:30 라스트오더_목12:00 - 22:0021:30 라스트오더_목_12:00 - 22:0021:30 라스트오더_금13:30 - 22:0021:30 라스트오더_금13:30 - 22:0021:30 라스트오더_금13:30 - 22:0021:30 라스트오더_금_13:30 - 22:0021:30 라스트오더_토12:00 - 22:0021:30 라스트오더_토12:00 - 22:0021:30 라스트오더_토12:00 - 22:0021:30 라스트오더_토_12:00 - 22:0021:30 라스트오더_일12:00 - 22:0021:30 라스트오더_일12:00 - 22:0021:30 라스트오더_일12:00 - 22:0021:30 라스트오더_일_12:00 - 22:0021:30 라스트오더_월정기휴무 (매주 월요일)_월정기휴무 (매주 월요일)_월정기휴무 (매주 월요일)_월_정기휴무 (매주 월요일)_정기휴무 (매주 월요일)_화13:00 - 22:0021:30 라스트오더접기_화13:00 - 22:0021:30 라스트오더접기_화13:00 - 22:0021:30 라스트오더_화_13:00 - 22:0021:30 라스트오더_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260302_245%2F1772449644889X1qee_JPEG%2FIMG_6692.jpeg,남/녀 화장실 구분_무선 인터넷,주차가능
펍 그리즐리,1085971072,바(BAR),도로명전북 전주시 덕진구 명륜4길 18-3 2층 펍 그리즐리복사지번전북 전주시 덕진구 덕진동1가 1314-172복사우편번호우편번호54898복사안내 레이어 닫기,0507-1458-5254,영업 중다음 날 01:30에 라스트오더다음 날 1시 30분에 라스트오더_영업 중다음 날 01:30에 라스트오더다음 날 1시 30분에 라스트오더_영업 중다음 날 01:30에 라스트오더다음 날 1시 30분에 라스트오더_영업 중_다음 날 01:30에 라스트오더다음 날 1시 30분에 라스트오더_다음 날 01:30에 라스트오더_다음 날 1시 30분에 라스트오더_수18:00 - 다음 날 02:0001:30 라스트오더_수18:00 - 다음 날 02:0001:30 라스트오더_수18:00 - 다음 날 02:0001:30 라스트오더_수_18:00 - 다음 날 02:0001:30 라스트오더_목18:00 - 다음 날 02:0001:30 라스트오더_목18:00 - 다음 날 02:0001:30 라스트오더_목18:00 - 다음 날 02:0001:30 라스트오더_목_18:00 - 다음 날 02:0001:30 라스트오더_금18:00 - 다음 날 02:0001:30 라스트오더_금18:00 - 다음 날 02:0001:30 라스트오더_금18:00 - 다음 날 02:0001:30 라스트오더_금_18:00 - 다음 날 02:0001:30 라스트오더_토18:00 - 다음 날 02:0001:30 라스트오더_토18:00 - 다음 날 02:0001:30 라스트오더_토18:00 - 다음 날 02:0001:30 라스트오더_토_18:00 - 다음 날 02:0001:30 라스트오더_일18:00 - 다음 날 02:0001:30 라스트오더_일18:00 - 다음 날 02:0001:30 라스트오더_일18:00 - 다음 날 02:0001:30 라스트오더_일_18:00 - 다음 날 02:0001:30 라스트오더_월18:00 - 다음 날 02:0001:30 라스트오더_월18:00 - 다음 날 02:0001:30 라스트오더_월18:00 - 다음 날 02:0001:30 라스트오더_월_18:00 - 다음 날 02:0001:30 라스트오더_화18:00 - 다음 날 02:0001:30 라스트오더접기_화18:00 - 다음 날 02:0001:30 라스트오더접기_화18:00 - 다음 날 02:0001:30 라스트오더_화_18:00 - 다음 날 02:0001:30 라스트오더_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230111_124%2F16734387668524C6Uo_JPEG%2F2AAD809B-1872-4F43-980D-478BF529534E.jpeg,콜키지 가능유료_무선 인터넷_남/녀 화장실 구분_단체 이용 가능_예약,주차 불가
우드케이크,1824989019,케이크전문,도로명전북 전주시 덕진구 솔내7길 40-9 102호 우드케이크복사지번전북 전주시 덕진구 송천동1가 128-11복사우편번호우편번호54836복사안내 레이어 닫기,0507-1473-1274,영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료_11:00에 영업 시작11시 0분에 영업 시작_11:00에 영업 시작_11시 0분에 영업 시작_수11:00 - 19:30_수11:00 - 19:30_수11:00 - 19:30_수_11:00 - 19:30_목11:00 - 19:30_목11:00 - 19:30_목11:00 - 19:30_목_11:00 - 19:30_금11:00 - 19:30_금11:00 - 19:30_금11:00 - 19:30_금_11:00 - 19:30_토11:00 - 15:00_토11:00 - 15:00_토11:00 - 15:00_토_11:00 - 15:00_일정기휴무 (매주 일요일)_일정기휴무 (매주 일요일)_일정기휴무 (매주 일요일)_일_정기휴무 (매주 일요일)_정기휴무 (매주 일요일)_월11:00 - 19:30_월11:00 - 19:30_월11:00 - 19:30_월_11:00 - 19:30_화11:00 - 19:30접기_화11:00 - 19:30접기_화11:00 - 19:30_화_11:00 - 19:30_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250106_27%2F1736089707326GWAhL_JPEG%2FIMG_2558.jpeg,무선 인터넷,주차가능
본죽&비빔밥cafe 전북대점,1053770560,죽,도로명전북 전주시 덕진구 권삼득로 333 (덕진동1가) 원플러스 103호복사지번전북 전주시 덕진구 덕진동1가 664-6 원플러스 103호복사우편번호우편번호54898복사안내 레이어 닫기,063-271-6288,곧 영업 종료22:00에 영업 종료22시 0분에 영업 종료_곧 영업 종료22:00에 영업 종료22시 0분에 영업 종료_곧 영업 종료22:00에 영업 종료22시 0분에 영업 종료_곧 영업 종료_22:00에 영업 종료22시 0분에 영업 종료_22:00에 영업 종료_22시 0분에 영업 종료_수08:30 - 22:00_수08:30 - 22:00_수08:30 - 22:00_수_08:30 - 22:00_목08:30 - 22:00_목08:30 - 22:00_목08:30 - 22:00_목_08:30 - 22:00_금08:30 - 22:00_금08:30 - 22:00_금08:30 - 22:00_금_08:30 - 22:00_토08:30 - 22:00_토08:30 - 22:00_토08:30 - 22:00_토_08:30 - 22:00_일정기휴무 (매주 일요일)_일정기휴무 (매주 일요일)_일정기휴무 (매주 일요일)_일_정기휴무 (매주 일요일)_정기휴무 (매주 일요일)_월08:30 - 22:00_월08:30 - 22:00_월08:30 - 22:00_월_08:30 - 22:00_화08:30 - 22:00접기_화08:30 - 22:00접기_화08:30 - 22:00_화_08:30 - 22:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20260608_189%2F1780929649861hlTUM_JPEG%2F2606_%25BD%25C5%25B8%25DE%25B4%25BA_%25BF%25AD%25B9%25AB%25C4%25AE%25BA%25F1%25BA%25F6%25B8%25E9_%25B3%25D7%25C0%25CC%25B9%25F6_%25C6%25BC%25BF%25C0%25B4%25F5_%25C6%25F7%25BD%25BA%25B5%25E0%25BE%25F3_%25B3%25D7%25C0%25CC%25B9%25F6%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA.jpg,포장_무선 인터넷_예약,주차가능
진스갤러리,1981266066,"카페,디저트",도로명전북 전주시 덕진구 들사평3길 20 진스갤러리복사지번전북 전주시 덕진구 덕진동1가 1410-11복사우편번호우편번호54893복사안내 레이어 닫기,0507-1350-9382,영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료_11:00에 영업 시작11시 0분에 영업 시작_11:00에 영업 시작_11시 0분에 영업 시작_수11:00 - 19:0018:30 라스트오더_수11:00 - 19:0018:30 라스트오더_수11:00 - 19:0018:30 라스트오더_수_11:00 - 19:0018:30 라스트오더_목11:00 - 19:0018:30 라스트오더_목11:00 - 19:0018:30 라스트오더_목11:00 - 19:0018:30 라스트오더_목_11:00 - 19:0018:30 라스트오더_금11:00 - 19:0018:30 라스트오더_금11:00 - 19:0018:30 라스트오더_금11:00 - 19:0018:30 라스트오더_금_11:00 - 19:0018:30 라스트오더_토11:00 - 18:0017:30 라스트오더_토11:00 - 18:0017:30 라스트오더_토11:00 - 18:0017:30 라스트오더_토_11:00 - 18:0017:30 라스트오더_일정기휴무 (매주 일요일)_일정기휴무 (매주 일요일)_일정기휴무 (매주 일요일)_일_정기휴무 (매주 일요일)_정기휴무 (매주 일요일)_월11:00 - 19:0018:30 라스트오더_월11:00 - 19:0018:30 라스트오더_월11:00 - 19:0018:30 라스트오더_월_11:00 - 19:0018:30 라스트오더_화11:00 - 19:0018:30 라스트오더접기_화11:00 - 19:0018:30 라스트오더접기_화11:00 - 19:0018:30 라스트오더_화_11:00 - 19:0018:30 라스트오더_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230318_42%2F16791415913719bEuO_JPEG%2FDF773F63-3B89-4FFC-BFB7-48B10E0118D2.jpeg,핸드드립_유기농 메뉴_테이크아웃 할인_콜키지 가능유료_콜키지 가능무료_생일 혜택_남/녀 화장실 구분_무선 인터넷_출입구 휠체어 이용가능_좌석 휠체어 이용가능,주차 불가
취향회관,11614427,"육류,고기요리",도로명전북 전주시 덕진구 덕진연못3길 7복사지번전북 전주시 덕진구 덕진동2가 198복사우편번호우편번호54897복사안내 레이어 닫기,063-277-1985,24시간 영업_24시간 영업_24시간 영업_24시간 영업_수00:00 - 24:0015:00 - 16:30 브레이크타임_수00:00 - 24:0015:00 - 16:30 브레이크타임_수00:00 - 24:0015:00 - 16:30 브레이크타임_수_00:00 - 24:0015:00 - 16:30 브레이크타임_목00:00 - 24:0015:00 - 16:30 브레이크타임_목00:00 - 24:0015:00 - 16:30 브레이크타임_목00:00 - 24:0015:00 - 16:30 브레이크타임_목_00:00 - 24:0015:00 - 16:30 브레이크타임_금00:00 - 24:0015:00 - 16:30 브레이크타임_금00:00 - 24:0015:00 - 16:30 브레이크타임_금00:00 - 24:0015:00 - 16:30 브레이크타임_금_00:00 - 24:0015:00 - 16:30 브레이크타임_토00:00 - 24:0015:00 - 16:30 브레이크타임_토00:00 - 24:0015:00 - 16:30 브레이크타임_토00:00 - 24:0015:00 - 16:30 브레이크타임_토_00:00 - 24:0015:00 - 16:30 브레이크타임_일00:00 - 24:0015:00 - 16:30 브레이크타임_일00:00 - 24:0015:00 - 16:30 브레이크타임_일00:00 - 24:0015:00 - 16:30 브레이크타임_일_00:00 - 24:0015:00 - 16:30 브레이크타임_월00:00 - 24:0015:00 - 16:30 브레이크타임_월00:00 - 24:0015:00 - 16:30 브레이크타임_월00:00 - 24:0015:00 - 16:30 브레이크타임_월_00:00 - 24:0015:00 - 16:30 브레이크타임_화00:00 - 24:0015:00 - 16:30 브레이크타임_화00:00 - 24:0015:00 - 16:30 브레이크타임_화00:00 - 24:0015:00 - 16:30 브레이크타임_화_00:00 - 24:0015:00 - 16:30 브레이크타임_- 매주 일요일 야간 휴무접기_- 매주 일요일 야간 휴무접기_- 매주 일요일 야간 휴무_- 매주 일요일 야간 휴무_접기_접기,별점4.25,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201213_216%2F1607857763025TKIIe_JPEG%2F7yeRCh7xV9SiR4viomEMx9w8.jpg,배달,주차 불가
후켄,16864117,"치킨,닭강정",도로명전북 전주시 완산구 당산로 99 전주서신동아아파트복사지번전북 전주시 완산구 서신동 765-1 전주아아파트복사우편번호우편번호54949복사안내 레이어 닫기,063-277-7010,영업 중다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_영업 중다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_영업 중다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_영업 중_다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_다음 날 02:00에 영업 종료_다음 날 2시 0분에 영업 종료_수11:00 - 다음 날 02:00_수11:00 - 다음 날 02:00_수11:00 - 다음 날 02:00_수_11:00 - 다음 날 02:00_목11:00 - 다음 날 02:00_목11:00 - 다음 날 02:00_목11:00 - 다음 날 02:00_목_11:00 - 다음 날 02:00_금11:00 - 다음 날 02:00_금11:00 - 다음 날 02:00_금11:00 - 다음 날 02:00_금_11:00 - 다음 날 02:00_토11:00 - 다음 날 02:00_토11:00 - 다음 날 02:00_토11:00 - 다음 날 02:00_토_11:00 - 다음 날 02:00_일11:00 - 다음 날 01:00_일11:00 - 다음 날 01:00_일11:00 - 다음 날 01:00_일_11:00 - 다음 날 01:00_월11:00 - 다음 날 02:00_월11:00 - 다음 날 02:00_월11:00 - 다음 날 02:00_월_11:00 - 다음 날 02:00_화11:00 - 다음 날 02:00접기_화11:00 - 다음 날 02:00접기_화11:00 - 다음 날 02:00_화_11:00 - 다음 날 02:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190228_16%2F1551354172544bMNg3_JPEG%2FlAFRFpn-nBMPdtMf-XgHl0Qe.jpeg.jpg,편의시설 정보 없음,주차 불가
한마음정육식당 전주서신점,1972142289,"육류,고기요리","도로명전북 전주시 완산구 온고을로 30-30 1층 102호, 105호복사지번전북 전주시 완산구 서신동 967-5복사우편번호우편번호54946복사안내 레이어 닫기",063-288-0092,영업 중22:00에 라스트오더22시 0분에 라스트오더_영업 중22:00에 라스트오더22시 0분에 라스트오더_영업 중22:00에 라스트오더22시 0분에 라스트오더_영업 중_22:00에 라스트오더22시 0분에 라스트오더_22:00에 라스트오더_22시 0분에 라스트오더_수16:00 - 23:0022:00 라스트오더_수16:00 - 23:0022:00 라스트오더_수16:00 - 23:0022:00 라스트오더_수_16:00 - 23:0022:00 라스트오더_목16:00 - 23:0022:00 라스트오더_목16:00 - 23:0022:00 라스트오더_목16:00 - 23:0022:00 라스트오더_목_16:00 - 23:0022:00 라스트오더_금16:00 - 23:0022:00 라스트오더_금16:00 - 23:0022:00 라스트오더_금16:00 - 23:0022:00 라스트오더_금_16:00 - 23:0022:00 라스트오더_토16:00 - 24:0023:00 라스트오더_토16:00 - 24:0023:00 라스트오더_토16:00 - 24:0023:00 라스트오더_토_16:00 - 24:0023:00 라스트오더_일16:00 - 24:0023:00 라스트오더_일16:00 - 24:0023:00 라스트오더_일16:00 - 24:0023:00 라스트오더_일_16:00 - 24:0023:00 라스트오더_월정기휴무 (매주 월요일)_월정기휴무 (매주 월요일)_월정기휴무 (매주 월요일)_월_정기휴무 (매주 월요일)_정기휴무 (매주 월요일)_화16:00 - 23:0022:00 라스트오더접기_화16:00 - 23:0022:00 라스트오더접기_화16:00 - 23:0022:00 라스트오더_화_16:00 - 23:0022:00 라스트오더_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230824_183%2F1692860619159QxPRW_JPEG%2F%25BE%25F7%25C3%25BC%25BB%25E7%25C1%25F8%25281%2529.jpg,유아시설 (놀이방)_남/녀 화장실 구분_무선 인터넷_단체 이용 가능_유아의자,주차가능무료
7월의밤,1258907086,이자카야,도로명전북 전주시 덕진구 명륜2길 15-5 102호복사지번전북 전주시 덕진구 덕진동1가 1264-13복사우편번호우편번호54898복사안내 레이어 닫기,0507-1345-6476,영업 중다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_영업 중다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_영업 중다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_영업 중_다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_다음 날 02:00에 영업 종료_다음 날 2시 0분에 영업 종료_수18:00 - 다음 날 02:00_수18:00 - 다음 날 02:00_수18:00 - 다음 날 02:00_수_18:00 - 다음 날 02:00_목18:00 - 다음 날 02:00_목18:00 - 다음 날 02:00_목18:00 - 다음 날 02:00_목_18:00 - 다음 날 02:00_금18:00 - 다음 날 02:00_금18:00 - 다음 날 02:00_금18:00 - 다음 날 02:00_금_18:00 - 다음 날 02:00_토18:00 - 다음 날 02:00_토18:00 - 다음 날 02:00_토18:00 - 다음 날 02:00_토_18:00 - 다음 날 02:00_일18:00 - 다음 날 02:00_일18:00 - 다음 날 02:00_일18:00 - 다음 날 02:00_일_18:00 - 다음 날 02:00_월18:00 - 다음 날 02:00_월18:00 - 다음 날 02:00_월18:00 - 다음 날 02:00_월_18:00 - 다음 날 02:00_화정기휴무 (매주 화요일)접기_화정기휴무 (매주 화요일)접기_화정기휴무 (매주 화요일)_화_정기휴무 (매주 화요일)_정기휴무 (매주 화요일)_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240825_66%2F1724574405023VySIx_JPEG%2FIMG_6443.jpeg,예약,주차가능무료
복스커피,1311374507,"카페,디저트",도로명전북 전주시 덕진구 덕진광장로 1-11 2층복사지번전북 전주시 덕진구 덕진동1가 1279-5복사우편번호우편번호54897복사안내 레이어 닫기,0507-1487-7288,곧 영업 종료22:00에 영업 종료22시 0분에 영업 종료_곧 영업 종료22:00에 영업 종료22시 0분에 영업 종료_곧 영업 종료22:00에 영업 종료22시 0분에 영업 종료_곧 영업 종료_22:00에 영업 종료22시 0분에 영업 종료_22:00에 영업 종료_22시 0분에 영업 종료_수11:00 - 22:00_수11:00 - 22:00_수11:00 - 22:00_수_11:00 - 22:00_목11:00 - 22:00_목11:00 - 22:00_목11:00 - 22:00_목_11:00 - 22:00_금11:00 - 22:00_금11:00 - 22:00_금11:00 - 22:00_금_11:00 - 22:00_토11:00 - 22:00_토11:00 - 22:00_토11:00 - 22:00_토_11:00 - 22:00_일정기휴무 (매주 일요일)_일정기휴무 (매주 일요일)_일정기휴무 (매주 일요일)_일_정기휴무 (매주 일요일)_정기휴무 (매주 일요일)_월11:00 - 22:00_월11:00 - 22:00_월11:00 - 22:00_월_11:00 - 22:00_화11:00 - 22:00접기_화11:00 - 22:00접기_화11:00 - 22:00_화_11:00 - 22:00_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240813_12%2F1723537314993B0bui_JPEG%2FKakaoTalk_20240813_170157630.jpg,포장_무선 인터넷,주차 불가
한솥도시락 전북대후문점,50480809,"도시락,컵밥",도로명전북 전주시 덕진구 삼송3길 42 6호복사지번전북 전주시 덕진구 금암동 1543-8복사우편번호우편번호54899복사안내 레이어 닫기,063-275-1189,영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료_09:00에 영업 시작9시 0분에 영업 시작_09:00에 영업 시작_9시 0분에 영업 시작_수09:00 - 19:40_수09:00 - 19:40_수09:00 - 19:40_수_09:00 - 19:40_목09:00 - 19:40_목09:00 - 19:40_목09:00 - 19:40_목_09:00 - 19:40_금09:00 - 19:40_금09:00 - 19:40_금09:00 - 19:40_금_09:00 - 19:40_토09:00 - 13:30_토09:00 - 13:30_토09:00 - 13:30_토_09:00 - 13:30_일정기휴무 (매주 일요일)_일정기휴무 (매주 일요일)_일정기휴무 (매주 일요일)_일_정기휴무 (매주 일요일)_정기휴무 (매주 일요일)_월09:00 - 19:40_월09:00 - 19:40_월09:00 - 19:40_월_09:00 - 19:40_화09:00 - 19:40접기_화09:00 - 19:40접기_화09:00 - 19:40_화_09:00 - 19:40_접기_접기,별점4.55,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250430_188%2F1745996348711AwNEN_JPEG%2F%25B7%25CE%25B0%25ED_1.jpg,포장_남/녀 화장실 구분,주차가능무료
한가람,17045267,한식,도로명전북 전주시 덕진구 송천중앙로 51복사지번전북 전주시 덕진구 덕진동2가 2-2복사우편번호우편번호54840복사안내 레이어 닫기,063-251-3535,영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료11:00에 영업 시작11시 0분에 영업 시작_영업 종료_11:00에 영업 시작11시 0분에 영업 시작_11:00에 영업 시작_11시 0분에 영업 시작_매일11:00 - 21:0014:30 - 17:00 브레이크타임접기_매일11:00 - 21:0014:30 - 17:00 브레이크타임접기_매일11:00 - 21:0014:30 - 17:00 브레이크타임_매일_11:00 - 21:0014:30 - 17:00 브레이크타임_접기_접기,별점없음,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200403_56%2F15859061663965fEBg_JPEG%2FSIPMKZ45phCCE_HHc7-SQ9U9.jpeg.jpg,편의시설 정보 없음,주차가능무료
북창동순두부 전주서신점,38229587,두부요리,도로명전북 전주시 완산구 새터로 122-9복사지번전북 전주시 완산구 서신동 968-9복사우편번호우편번호54946복사안내 레이어 닫기,063-271-2317,"영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료09:00에 영업 시작9시 0분에 영업 시작_영업 종료_09:00에 영업 시작9시 0분에 영업 시작_09:00에 영업 시작_9시 0분에 영업 시작_수09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_수09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_수09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_수_09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_목09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_목09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_목09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_목_09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_금09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_금09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_금09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_금_09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_토09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_토09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_토09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_토_09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_일09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_일09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_일09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_일_09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_월09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_월09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_월09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_월_09:00 - 20:5015:00 - 17:00 브레이크타임14:10, 20:00 라스트오더_화정기휴무 (매주 화요일)접기_화정기휴무 (매주 화요일)접기_화정기휴무 (매주 화요일)_화_정기휴무 (매주 화요일)_정기휴무 (매주 화요일)_접기_접기",별점4.41,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240711_255%2F17206578370950McfQ_JPEG%2F1.jpg,편의시설 정보 없음,주차가능무료
순정닭발 전북대점,95978698,닭발,도로명전북 전주시 덕진구 명륜5길 18복사지번전북 전주시 덕진구 덕진동1가 1314-157복사우편번호우편번호54898복사안내 레이어 닫기,0507-1434-5889,영업 중다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_영업 중다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_영업 중다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_영업 중_다음 날 02:00에 영업 종료다음 날 2시 0분에 영업 종료_다음 날 02:00에 영업 종료_다음 날 2시 0분에 영업 종료_매일16:00 - 다음 날 02:00접기_매일16:00 - 다음 날 02:00접기_매일16:00 - 다음 날 02:00_매일_16:00 - 다음 날 02:00_접기_접기,별점4.42,0,0,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240418_252%2F1713423620411cgh8I_JPEG%2FIMG_9039.jpeg,단체 이용 가능_포장_배달_무선 인터넷_\반려동물 동반,주차 불가
