업체코드,메뉴명,메뉴내용,메뉴가격
1534410624,버섯과 가지 구이 샐러드,0,8900원
1534410624,목살 샐러드,0,9400원
1534410624,매콤 새우 샐러드,0,10400원
1534410624,갈릭 새우 샐러드,0,10400원
1534410624,부채살 샐러드,0,10900원
1534410624,생연어 샐러드,0,11300원
1036508971,상하이 파스타,1,17000원
1036508971,알리오올리오,1,15000원
1036508971,스페셜티본스테이크세트 2인,1,99000원
1036508971,런치C 2~3인,1,42000원
1036508971,꽃등심스테이크,1,35000원
1036508971,살치살 스테이크,1,35000원
1036508971,파티B 토마호크1.2kg 세트,1,219000원
1036508971,사과고르곤졸라피자,1,19000원
1036508971,목살 플레이트 300g,0,23000원
1036508971,새우베이컨크림파스타,0,16000원
1036508971,런치A 1인 스테이크 정식,0,19000원
1036508971,런치B 2인,0,37000원
1036508971,부채살 스테이크,0,31000원
1036508971,안심 스테이크,0,38000원
1036508971,우대 꽃갈비 스테이크,0,45000원
1003090099,하우스캐러멜크림커피 14oz,1,6300원
1003090099,아이스아메리카노 24oz,1,4300원
1003090099,블루베리요거트스무디,1,6500원
2065226658,감자채전 N예약시,1,무료
2065226658,만만세트 HIT!,1,36000원
2065226658,묵은지 순살 닭볶음탕 HIT!,1,24000원
2065226658,밀푀유만두전골 HIT!,1,24000원
2065226658,파닭전 HIT!,0,18000원
2065226658,삼겹 미나리전 꼬소하고 향긋한,0,18000원
2065226658,치즈감자채전 NEW,0,18000원
2065226658,육회 감태 HIT!,0,22000원
2065226658,들기름 막국수 중독되는 맛,0,16000원
2065226658,달껍질교자 HIT!,0,14000원
2065226658,약과빙수 완벽한 디저트,0,16000원
2065226658,항정수육,0,24000원
2065226658,돔베고기,0,24000원
2065226658,통오징어수육,0,24000원
2065226658,해물파전,0,18000원
17474756,얼큰한김치찌개,0,19000원
17474756,비빔밥,0,6000원
17474756,카레밥,0,5500원
17474756,비빔국수,0,5500원
17474756,물국수,0,5500원
17474756,라면,0,5000원
17474756,전 반반,0,15500원
17474756,해물솔전,0,14500원
17474756,고추전,0,14500원
17474756,계란말이,0,15000원
17474756,닭똥집,0,17500원
17474756,닭발무침,0,18500원
17474756,제육볶음,0,19000원
17474756,오징어볶음소면,0,21500원
17474756,오돌뼈,0,19000원
17122958,소바,1,10000원
17122958,콩국수,1,10000원
17122958,소바 곱,0,12000원
17122958,비빔소바 곱,0,12000원
17122958,콩국수 곱,0,12000원
17122958,물냉면 곱,0,12000원
17122958,비빔냉면 곱,0,12000원
17122958,물냉면,0,10000원
17122958,비빔냉면,0,10000원
17122958,비빔소바,0,10000원
17122958,콩물한그릇,0,8000원
2049748405,함박오믈렛,1,13000원
2049748405,오리지널 오믈렛,1,11000원
2049748405,타마고산도,1,6000원
2049748405,카츠산도,1,7000원
2049748405,핫 스파이시 파스타,1,11000원
2049748405,페퍼로니 피자,1,12000원
2049748405,오일 파스타,0,11000원
2049748405,베이컨 크림 파스타,0,11000원
2049748405,로제 파스타,0,13000원
2049748405,토마토 파스타,0,12000원
2049748405,고르곤졸라 피자,0,11000원
2049748405,에그하이볼,0,5000원
2049748405,자몽하이볼,0,6000원
2049748405,레몬하이볼,0,6000원
2049748405,청포도에이드,0,3000원
375214427,멘야케이만의 전주불콩나물모악산라멘,1,16000원
375214427,멘야케이만의 전주콩나물모악산라멘,1,15000원
375214427,빗꾸리 카라마제멘,1,12000원
375214427,풀토핑 NO.1라멘 케이MAX멘,0,13500원
375214427,NO.1 매운돈코츠 신케이MAX멘,0,14500원
375214427,찍어먹는 매운라멘 카라츠케MAX멘,0,15500원
375214427,찍어먹는 라멘 와후츠케MAX멘,0,15500원
375214427,도쿄식 쇼유 돈코츠 케이라멘,0,10000원
375214427,NO.1 매운돈코츠 신케이라멘,0,11000원
375214427,시로네기 차슈멘,0,11500원
375214427,찍어먹는 매운라멘 카라츠케멘,0,12000원
375214427,찍어먹는 라멘 와후츠케멘,0,12000원
375214427,미니차슈동,0,4000원
375214427,사이드 NO.1 미니마요동,0,4500원
375214427,미니참깨동,0,4500원
1729691935,흑돼지인생돈까스,1,9900원
1729691935,김치치즈돈까스나베,1,10900원
1729691935,흑돼지 리얼치즈돈까스,0,12500원
1729691935,흑돼지안심까스,0,13500원
1729691935,흑돼지모듬까스,0,15900원
1729691935,샐러드돈까스,0,11900원
1729691935,매운 해물뎃판까스,0,12900원
1729691935,눈꽃치즈돈까스,0,12500원
1729691935,등반치반 돈까스,0,11900원
1729691935,안반치반 돈까스,0,11900원
1729691935,등반안반 돈까스,0,11900원
1729691935,크림돈파스,0,14900원
1729691935,토마토돈파스,0,15500원
1729691935,로제돈파스,0,15900원
1729691935,까르보나라파스타,0,10900원
1446516924,텐동,0,13000원
1446516924,에비텐동,0,15500원
1446516924,가츠동,0,14000원
1446516924,스테이크동,0,19500원
1446516924,호르몬동,0,17000원
1446516924,이베리코동,0,17000원
1446516924,오야꼬동,0,13000원
1446516924,연어새우장,0,16500원
1446516924,사케동,0,15000원
1446516924,사케뱃살동,0,16000원
1446516924,연어장,0,16000원
1446516924,생연어초밥10p,0,16500원
1446516924,계절메뉴 냉소바 돈카츠,0,13000원
1446516924,계절메뉴 연어장소바,0,13500원
1446516924,김치나베돈까스,0,12000원
34825919,월간메르밀 67월 자색고구마콩국수,1,13000원
34825919,얼큰 우삼겹 온소바,1,12000원
34825919,온소바 겨울 시그니처,1,11000원
34825919,생들기름메밀,1,12000원
34825919,메밀콩국수,1,11000원
34825919,냉소바,1,10000원
34825919,땡초소바,1,11000원
34825919,비빔소바,1,11000원
34825919,쑥떡콩국수,1,12000원
34825919,돈까스,1,10000원
34825919,메밀감자만두,0,7000원
34825919,치즈돈까스,0,11000원
34825919,맛보기콩물,0,2500원
34825919,맛보기쑥쑥콩물,0,3500원
2012739239,오리지널 한식 닭도리탕,1,25900원
2012739239,묵은지 닭도리탕,0,28900원
2012739239,한우대창 곱도리탕,0,31900원
2012739239,순두부 닭도리탕,0,27900원
2012739239,꽃게폭탄 닭도리탕,0,34900원
2012739239,새우폭탄 새도리탕,0,34900원
2012739239,모짜치즈 닭도리탕,0,27900원
2012739239,찹쌀누룽지 닭도리탕,0,27900원
2012739239,사골 백도리탕,0,25900원
2012739239,고추튀김 3개,0,5000원
2012739239,김말이 6개,0,4000원
2012739239,새우튀김 3개,0,4000원
2012739239,야채튀김 3개,0,4000원
2012739239,오징어튀김 5개,0,4000원
2012739239,모짜렐라치즈스틱 3개,0,3500원
32708547,티라미수라떼,0,5800원
32708547,카페 아메리카노,0,4100원
32708547,카페 라떼,0,4600원
32708547,카페 모카,0,5100원
32708547,카라멜 마키아또,0,5600원
32708547,플로팅 라떼,0,6000원
32708547,콜드브루,0,4500원
32708547,로얄 밀크티,0,5500원
32708547,에스프레소,0,3300원
32708547,쑥라떼,0,5500원
11728244,육회비빔밥,0,17000원
11728244,놋그릇비빔밥,0,15000원
11728244,돌그릇비빔밥,0,15000원
11728244,인삼비빔밥,0,17000원
11728244,야채비빔밥,0,14000원
11728244,어린이비빔밥,0,11000원
11728244,황포묵육회,0,40000원
11728244,파전,0,18000원
11728244,불고기 1인분 250g,0,20000원
11728244,뚝배기불고기 1인분 200g,0,16000원
11728244,황포묵,0,18000원
1195097272,도야짜장,1,7000원
1195097272,도야짬뽕,1,10000원
1195097272,간짜장,1,9000원
1195097272,탕수육,1,13000원
1195097272,볶음밥,1,9000원
1195097272,소고기짬뽕,1,12000원
1195097272,불고기잡채밥,1,11000원
1195097272,해물누룽지탕,0,23000원
1195097272,해물짬뽕탕,0,23000원
1195097272,양장피,0,30000원
1195097272,고추잡채,0,21000원
1195097272,크림새우,0,22000원
1195097272,칠리새우,0,22000원
1195097272,깐풍새우,0,22000원
1195097272,유린기,0,22000원
95978698,무뼈국물닭발 중 2 3인,1,24000원
95978698,통뼈국물닭발 중 2 3인,1,23000원
95978698,크림무뼈닭발,1,27000원
95978698,찹쌀 전기구이 통닭,1,12000원
95978698,반반국물닭발 무뼈 통뼈,0,24000원
95978698,무뼈닭발구이 중 2 3인,0,24000원
95978698,기본세트 주먹밥 계란찜 쿨피스,0,7000원
95978698,매콤 똥집튀김,0,13000원
95978698,까르보나라,0,10000원
1687072934,뉴뉴치킨,1,19000원
1687072934,포테이토 라자냐,1,18000원
1687072934,뉴뉴 크림 파스타,1,16000원
1687072934,들기름 명란 파스타,1,13000원
1687072934,바질 오일 파스타,1,14000원
1687072934,파스트라미 치즈 샌드위치,1,10000원
1687072934,뉴뉴 크림 리조또,1,16000원
1687072934,김치볶음밥,1,14000원
1687072934,토마토 마리네이드 카프레제,1,9000원
1687072934,김페스토 파스타,0,15000원
1687072934,뉴뉴 플레이트,0,19000원
1687072934,뉴뉴포크,0,25000원
1687072934,페퍼로니 라자냐,0,20000원
1687072934,불고기크림파스타,0,16000원
1687072934,쟌슨빌 나폴리탄,0,14000원
13163796,소바,1,10000원
13163796,콩국수,1,10000원
13163796,비빔소바,0,10000원
13163796,소바곱배기,0,12000원
13163796,콩국수곱배기,0,12000원
13163796,비빔소바곱배기,0,12000원
13163796,콩물,0,8000원
34006669,꽈트로포르마지,1,20000원
34006669,스테이크베이컨샐러드,1,13000원
34006669,가마클래식,1,20000원
34006669,새우 명란 로제 파스타,1,17000원
34006669,가마 직화불고기,0,27000원
34006669,마르게리타,0,17000원
34006669,고르곤졸라,0,18000원
34006669,더블 페퍼로니,0,19000원
34006669,농부피자,0,19000원
34006669,더블치즈베이컨,0,19000원
34006669,시저 샐러드,0,13000원
34006669,리코타치즈 샐러드,0,13000원
34006669,새우 대패 필라프,0,18000원
34006669,베이컨크림 파스타,0,16000원
34006669,감바스 알아히요 파스타,0,19000원
11782597,한정식3~4인 양반가전통상 예약필수,1,400000원
11782597,한정식3~4인 수라상 사전예약필수,1,300000원
11782597,한정식3~4인 기준 특,1,220000원
11782597,한정식3~4인 기준 진,1,180000원
11782597,한정식3~4인 기준 선,0,140000원
11782597,한정식3~4인 기준 미 평일점심한상,0,120000원
11782597,2인정식 2인일경우만해당됨,0,140000원
11782597,2인정식 2인일경우만해당됨,0,110000원
11782597,꽃게장 포장가능,0,35000원
11782597,갈비찜,0,35000원
11782597,양념게장,0,15000원
11782597,삼합 소,0,15000원
11782597,삼합 중,0,25000원
11782597,광어회,0,30000원
11782597,신선로,0,30000원
2052033549,정희 한상 플래터,1,39900원
2052033549,고사리 크림 수제비,0,13900원
2052033549,새우 감자전,0,17900원
2052033549,강된장 케일 쌈밥,0,10900원
2052033549,소고기 지짐밥,0,13900원
2052033549,깻잎 고등어 지짐밥,0,13900원
2052033549,정희 삼합,0,19900원
2052033549,육전 카펠리니,0,12900원
2052033549,봉골레 칼국수,0,12900원
2052033549,육개장 칼국수,0,12900원
2052033549,매콤들기름 메밀면,0,10900원
2052033549,동치미 세비체 카펠리니,0,13900원
2052033549,감태 타르타르,0,11900원
2052033549,묵은지 회말이,0,12900원
2052033549,어린이 자동차 세트,0,9900원
19545775,월간메르밀 67월 자색고구마콩국수,1,13000원
19545775,냉소바,1,10000원
19545775,땡초소바,1,11000원
19545775,온소바,1,11000원
19545775,생들기름메밀,1,12000원
19545775,메밀콩국수,1,11000원
19545775,메밀 비빔소바,0,11000원
19545775,오리지널 콩국수,0,11000원
19545775,쑥떡콩국수,0,12000원
19545775,돈까스,0,10000원
19545775,치즈돈까스,0,11000원
19545775,얇은피 만두,0,7000원
19545775,맛보기콩물,0,2500원
19545775,맛보기쑥쑥콩물,0,3500원
1152003157,아돌체 Hot Ice,1,7500원
1152003157,땅콩크림라떼 Only Ice,1,8000원
1152003157,에스프레소,0,5000원
1152003157,아메리카노 Hot,0,5500원
1152003157,아메리카노 Ice,0,6000원
1152003157,에스프레소 마끼야또,0,5500원
1152003157,에스프레소 콘파냐,0,5500원
1152003157,카페 비엔나 Hot Ice,0,7000원
1152003157,카푸치노 Hot Ice,0,7000원
1152003157,카페라떼 Hot Ice,0,7000원
1152003157,바닐라 라떼 Hot Ice,0,7000원
1152003157,헤이즐넛 라떼 Hot Ice,0,7000원
1152003157,아포가토,0,8000원
1152003157,콜드브루 Only Ice,0,6000원
1152003157,하우스블랜드핸드드립 Hot Ice,0,7000원
1317484628,1938 옛날빙수 2인분,1,18000원
1317484628,1938크림라떼 Only Ice,1,9000원
1317484628,한독당 밀크티 ICE HOT,1,7500원
1317484628,쏠트 초코 휘낭시에,1,4500원
1317484628,두바이쫀득볼 피스타치오,1,7500원
1317484628,에그타르트,1,4500원
1317484628,1938맨션 페스츄리 프렌치 토스트,1,12000원
1317484628,K 떡갈비 로제 수제비,1,23000원
1317484628,수제 뱅쇼 시즌메뉴,1,12000원
1317484628,수제 뱅쇼 에이드 시즌메뉴,1,12000원
1317484628,쏠트 캐러맬 휘낭시에,0,3800원
1317484628,말차 초코 휘낭시에,0,3800원
1317484628,플레인휘낭시에,0,3500원
1317484628,커피 크럼블 휘낭시에,0,3800원
1317484628,애플 크럼블 휘낭시에,0,4300원
1111317495,다크쇼콜라 초코케이크,0,13500원
1111317495,생딸기 크로플,0,19000원
1111317495,실타래케이크,0,12500원
1111317495,밀크 팥빙수,0,19000원
1111317495,크로플,0,16000원
1111317495,아메리카노,0,6500원
1111317495,핸드드립커피,0,12000원
1111317495,에스프레소,0,6500원
1111317495,카페라떼,0,7500원
16784383,PNB 오리지널초코파이,0,2300원
16784383,PNB 화이트초코파이,0,2500원
16784383,콘붓세,0,2300원
16784383,땅콩센베,0,10000원
16784383,깨센베,0,9000원
16784383,김센베,0,9000원
16784383,생강센베,0,9000원
16784383,초코파이 10개,0,23000원
16784383,미니초코파이 15개,0,27000원
1142633504,상하이 버터떡 3개,1,5800원
1142633504,코코넛 말차 크림 라떼,1,6500원
1142633504,말차 라떼,1,6200원
1142633504,스프링 포레스트 리프레서,1,6800원
1142633504,스프링 포레스트 티,1,6000원
1142633504,정오 히비스커스 블렌딩,1,5500원
1142633504,늦은밤 캐모마일 블렌딩,1,5500원
1142633504,장미 블렌딩 밀크티,1,5800원
1142633504,얼그레이 블렌딩 밀크티,1,5800원
1142633504,레몬 파운드,1,4800원
1142633504,소금빵,1,3200원
1142633504,아메리카노,0,4500원
1142633504,카페라떼,0,5000원
1142633504,콜드브루,0,5200원
1142633504,바닐라라떼,0,5500원
33277058,우리밀 수제 초코파이 10개,0,23000원
33277058,우리밀 리얼 초코파이 10개,0,25000원
33277058,우리밀 화이트 초코파이 10개,0,25000원
33277058,우리밀 화이트 붓세 10개,0,23000원
33277058,송실전병,0,9000원
33277058,땅콩전병,0,10000원
33277058,생강전병,0,9000원
33277058,김전병,0,9000원
1694616852,보석 육회 김밥,1,32900원
1694616852,오삼 김치치즈전,1,21900원
1694616852,육즙 폭발 육전,1,19900원
1694616852,해물 듬뿍 파전,1,21900원
1694616852,대동여지도주,1,18000원
1694616852,따끈따끈 사골떡만둣국,1,13000원
1694616852,육전 쌈밥 SET,1,31000원
1694616852,전주한상차림,1,99000원
1694616852,육회비빔밥,0,15000원
1694616852,전주비빔밥 비건,0,12000원
1694616852,전주 SET,0,39500원
1694616852,따끈따끈 어묵탕,0,9900원
1694616852,보석막국수,0,17000원
1694616852,입안가득 육회비빔냉면,0,14000원
1694616852,동치미 물냉면,0,12000원
1246677842,콩물포장 0.5L,0,6000원
1246677842,칼국수,0,9000원
1246677842,쫄면,0,8000원
1246677842,만두,0,7000원
1246677842,콩국수,0,10000원
1246677842,소바,0,10000원
1848527934,수비드 문어 명란 오일파스타,1,19500원
1848527934,바질페스토 크림리조또,1,19500원
1848527934,수비드 닭다리살 스테이크,1,22000원
1848527934,잣크림 딸리아뗄레,0,21000원
1848527934,화이트 라구 파스타,0,21000원
1848527934,갑오징어 구이,0,15000원
1848527934,스패니쉬 뽈뽀 문어,0,34000원
1848527934,꿀대구,0,32000원
1848527934,과카몰리 오픈 토스트,0,16000원
1848527934,살치살 스테이크 220g~,0,48000원
1848527934,전복리조또,0,21000원
1848527934,스파이시 봉골레 토마토 파스타,0,18000원
1848527934,우니 성게알 크림 파스타,0,26000원
1848527934,비스큐 크림 파스타,0,23000원
1848527934,감바스 알 아히요,0,21000원
1857315164,이탈리안돈까스세트ㅡㅡ,1,13000원
1857315164,이탈리안돈까스ㅡㅡ,1,11000원
16792504,원조 수제물갈비,1,20000원
16792504,부추볶음밥,1,3000원
16792504,새우부추전,0,15000원
16792504,떡갈비,0,13000원
16792504,아귀순살튀김,0,16000원
16792504,계란찜,0,5000원
16792504,공기밥,0,1000원
16792504,만두사리,0,3000원
16792504,야채사리,0,3000원
16792504,라면사리,0,3000원
16792504,당면사리,0,3000원
1595618342,흑임자라떼,1,8000원
1595618342,현미크림커피,1,8500원
1595618342,아메리카노,1,5500원
1595618342,벌꿀소금빵,1,3400원
1595618342,플레인 소금빵,0,3300원
1595618342,글레이즈 소금빵,0,3500원
1595618342,명란 소금빵,0,3500원
1595618342,생크림 소금빵,0,4500원
1595618342,갈릭버터 소금빵,0,4000원
1595618342,체다할라피뇨 소금빵,0,4000원
1595618342,백앙금 버터롤,0,4000원
1595618342,팥앙금 버터롤,0,4000원
1595618342,티슈브레드,0,7500원
1595618342,마블큐브,0,7700원
1595618342,몽블랑,0,5000원
33342797,전주왱이국밥,1,9000원
33342797,모주 큰병,1,10000원
33342797,모주 작은병,0,5000원
33342797,모주 한잔,0,2000원
33342797,어린이국밥,0,7000원
1528741155,소금 슈페너,1,6500원
1528741155,초코바게트,1,7300원
1528741155,소금빵,1,3000원
1528741155,와인 한잔 바닐라 아이스크림,1,13900원
1528741155,소금빵 우베 아이스크림,1,7300원
1528741155,피스타치오 슈페너,0,6900원
1528741155,피스타치오 크림치즈 바게트 샌드위치,0,8500원
1528741155,소금빵 샌드위치,0,6500원
1528741155,어니언 수프 소금빵 러스크,0,11900원
1528741155,아메리카노,0,4500원
1528741155,카페라떼,0,5000원
1528741155,솔티 카라멜,0,6000원
1528741155,명란마요 소금빵,0,4300원
1528741155,바질 소금빵,0,3800원
1528741155,대파크림치즈 소금빵,0,4300원
1457865014,큐브라떼,0,4200원
1457865014,쿠키프라페,0,3900원
1457865014,퐁크러쉬 플레인,0,3900원
1457865014,딸기라떼,0,3700원
1457865014,아이스 아메리카노,0,2000원
36668406,특한울정식 2인이상 주문가능,1,25000원
36668406,수제떡갈비정식 2인이상 주문가능,1,14800원
36668406,더덕제육불고기정식 2인이상 주문가능,0,14800원
36668406,백반정식 2인이상 주문가능,0,12000원
36668406,모주,0,10000원
36668406,떡갈비 추가,0,6000원
36668406,제육 1접시 추가,0,9000원
16795216,육회비빔밥,1,17000원
16795216,전주비빔밥,1,15000원
16795216,돌솥비빔밥,1,15000원
16795216,낙지비빔밥,0,17000원
16795216,한우육회 200g,0,40000원
16795216,돌판불고기,0,28000원
16795216,육전 8장,0,25000원
16795216,해물파전,0,15000원
16795216,황포묵회,0,15000원
16795216,한우세트2인,0,70000원
16795216,한우세트3인,0,84000원
16795216,한우세트4인,0,98000원
16795216,육회세트2인,0,66000원
16795216,육회세트3인,0,80000원
16795216,육회세트4인,0,95000원
11540579,전주비빔밥,1,14000원
11540579,육회비빔밥,1,17000원
11540579,파전,0,14000원
11540579,떡갈비,0,14000원
11540579,전주비빔밥 떡갈비,0,21000원
11540579,산더미불고기 중,0,48000원
11540579,산더미불고기 대,0,64000원
11540579,육회 180g,0,35000원
11540579,육회탕탕이,0,58000원
11540579,찹쌀생주,0,8000원
11540579,모주 한 잔,0,5000원
11540579,모주,0,12000원
1705369488,바게트버거,1,6000원
1705369488,컵과일,0,6000원
1705369488,과일도시락,0,10000원
1705369488,파인애플 바게트버거,0,8000원
1705369488,멜론주스 바게트버거,0,8500원
1705369488,아메리카노 바게트버거 ice,0,9000원
1705369488,아메리카노 바게트버거 hot,0,8500원
1705369488,콜라 바게트버거,0,7500원
1705369488,사이다 바게트버거,0,7500원
1705369488,탄산수 바게트버거,0,7200원
1705369488,망고주스,0,8500원
1705369488,망고 파인,0,7500원
1705369488,망고 바나나,0,7500원
1705369488,바나나 우유,0,5500원
1705369488,자몽,0,6500원
1196809444,물갈비해장국 순한맛 보통맛,1,9000원
1196809444,고기듬뿍 돼지국밥,1,9000원
1196809444,특 물갈비해장국 순한맛 보통맛,1,11000원
1196809444,피순대물갈비해장국,1,11000원
1196809444,전주물갈비전골,1,14000원
1196809444,1인정식 물갈비해장국 떡갈비육전,1,14000원
1196809444,1인정식 물갈비해장국 머리고기편육,1,14000원
1196809444,1인정식 물갈비해장국 남문피순대,1,15000원
1196809444,피순대국밥,1,9000원
1196809444,특 소내장탕,1,9000원
1196809444,사골콩나물해장국,1,8000원
1196809444,남문피순대 한접시,0,10000원
1196809444,떡갈비육전,0,6000원
1196809444,소주 맥주 막걸리 할인판매,0,3000원
1161529397,필터 커피,1,변동
1161529397,파운드케이크,0,6800원
1161529397,티라미수,0,6800원
1161529397,크림더블샷,0,6000원
1161529397,플랫화이트,0,5000원
1161529397,아메리카노,0,4500원
1161529397,아포카토,0,6000원
1161529397,카페라떼,0,5000원
1161529397,바닐라라떼,0,5500원
1161529397,원두 도소매 납품,0,변동
1161529397,원두 드립백 콜드브루,0,변동
1547379426,생불고기 소,0,34000원
1547379426,바싹불고기 2인,0,34000원
1547379426,육회 200g,0,35000원
1547379426,생불고기 미니전주비빔밥,0,26000원
1547379426,바싹불고기 미니전주비빔밥,0,26000원
